datetime,time,cat,z,G_rsun,Sin,alpha,Sout,Snet,Lin,Lout,Lnet,Rnet,T2m,Ts,H,LE,Qt,Qg,Qm,ablation_mm,ST,Rib,date
2019-07-07 00:00:00,00:00:00,70,2610.0,505.49999999999994,0.0,0.19879315,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,8.7805,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.5481955609099234,2019-07-07
2019-07-07 00:00:00,00:00:00,71,2411.0,495.55,0.0,0.20673524000000001,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.074,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.7449431775457207,2019-07-07
2019-07-07 00:00:00,00:00:00,72,2437.0,496.85,0.0,0.20569758,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.905,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.719339580570358,2019-07-07
2019-07-07 00:00:00,00:00:00,73,2523.0,501.15,0.0,0.20226532,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.346,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6344325143738436,2019-07-07
2019-07-07 00:00:00,00:00:00,74,2427.0,496.35,0.0,0.20609668000000003,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.97,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.729190735217681,2019-07-07
2019-07-07 00:00:00,00:00:00,75,2439.0,496.95,0.0,0.20561776,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.892,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.7173688066896264,2019-07-07
2019-07-07 00:00:00,00:00:00,76,2476.0,498.8,0.0,0.20414109000000003,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.6515,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.680876808185398,2019-07-07
2019-07-07 00:00:00,00:00:00,77,2505.0,500.25,0.0,0.20298370000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.463000000000001,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6522315545931365,2019-07-07
2019-07-07 00:00:00,00:00:00,78,2487.0,499.35,0.0,0.20370208,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.58,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6700158635302478,2019-07-07
2019-07-07 00:00:00,00:00:00,79,2530.0,501.49999999999994,0.0,0.20198595000000003,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.3005,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6275066831073488,2019-07-07
2019-07-07 00:00:00,00:00:00,80,2583.0,504.15,0.0,0.19987072,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,8.956,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.5749957523825455,2019-07-07
2019-07-07 00:00:00,00:00:00,81,2476.0,498.8,0.0,0.20414109000000003,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.6515,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.680876808185398,2019-07-07
2019-07-07 00:00:00,00:00:00,82,2507.0,500.34999999999997,0.0,0.20290388,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.45,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6502546112630314,2019-07-07
2019-07-07 00:00:00,00:00:00,83,2506.0,500.29999999999995,0.0,0.20294379,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.4565,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.651243105663109,2019-07-07
2019-07-07 00:00:00,00:00:00,84,2388.0,494.40000000000003,0.0,0.20765317,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.2235,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.767567056422459,2019-07-07
2019-07-07 00:00:00,00:00:00,85,2398.0,494.90000000000003,0.0,0.20725407,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.1585,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.757733521185007,2019-07-07
2019-07-07 00:00:00,00:00:00,86,2429.0,496.45,0.0,0.20601686000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.957,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.7272208661726218,2019-07-07
2019-07-07 00:00:00,00:00:00,87,2457.0,497.85,0.0,0.20489938000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.775,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6996236918807757,2019-07-07
2019-07-07 00:00:00,00:00:00,88,2464.0,498.2,0.0,0.20462001000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.7295,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6927188496933407,2019-07-07
2019-07-07 00:00:00,00:00:00,89,2494.0,499.7,0.0,0.20342271,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.5345,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6631014926972156,2019-07-07
2019-07-07 00:00:00,00:00:00,90,2546.0,502.29999999999995,0.0,0.20134739000000001,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.1965,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6116678295450195,2019-07-07
2019-07-07 00:00:00,00:00:00,91,2617.0,505.85,0.0,0.19851378,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,8.735,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.5412419156804162,2019-07-07
2019-07-07 00:00:00,00:00:00,92,2549.0,502.44999999999993,0.0,0.20122766,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.177,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6086967454111247,2019-07-07
2019-07-07 00:00:00,00:00:00,93,2417.0,495.85,0.0,0.20649578000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.035,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.7390373675558979,2019-07-07
2019-07-07 00:00:00,00:00:00,94,2343.0,492.15,0.0,0.20944912000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.516,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.8117621962354382,2019-07-07
2019-07-07 00:00:00,00:00:00,95,2360.0,493.0,0.0,0.20877065,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.4055,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.795076970812746,2019-07-07
2019-07-07 00:00:00,00:00:00,96,2396.0,494.8,0.0,0.20733389000000002,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,10.1715,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.7597005891961606,2019-07-07
2019-07-07 00:00:00,00:00:00,97,2438.0,496.90000000000003,0.0,0.20565767000000001,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.8985,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.7183542162586762,2019-07-07
2019-07-07 00:00:00,00:00:00,98,2446.0,497.3,0.0,0.20533839,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.8465,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.710469672238011,2019-07-07
2019-07-07 00:00:00,00:00:00,99,2462.0,498.09999999999997,0.0,0.20469983,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.7425,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.6946918883926751,2019-07-07
2019-07-07 00:00:00,00:00:00,100,2509.0,500.44999999999993,0.0,0.20282406,0.0,0.0,257.29925809873646,311.0606615035427,-53.76140340480623,-53.76140340480623,9.437,-1.0,0.0,0.0,0,-0.0,0.0,0.0,0,1.648277486040176,2019-07-07
