datetime,time_str,cat,z,r_sun_global_rad,Sin_cell,Sout,Lin,Lout,T2m,Ts,H,LE,Qr,Qg,Qm,ablation_mm
2019-07-07 00:00:00,2019-07-07 00:00,29,2477,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.645,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,30,2440,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.8855,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,31,2620,0.0,0.0,0.0,257.29925809873646,315.6578223008046,8.7155,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,32,2576,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.0015,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,33,2576,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.0015,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,34,2576,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.0015,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,35,2556,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.1315,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,36,2533,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.281,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,37,2532,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.2875,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,38,2534,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.2745,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,39,2534,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.2745,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,40,2515,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.398,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,41,2487,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.58,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,42,2487,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.58,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,43,2464,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.7295,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,44,2555,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.138,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,45,2555,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.138,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,46,2555,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.138,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,47,2530,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.3005,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,48,2510,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.4305,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,49,2534,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.2745,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,50,2531,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.294,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,51,2531,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.294,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,52,2531,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.294,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,53,2507,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.45,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,54,2494,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.5345,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,55,2531,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.294,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,56,2531,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.294,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,57,2507,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.45,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,58,2494,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.5345,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,59,2506,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.4565,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,60,2506,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.4565,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,61,2485,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.593,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,62,2469,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.697000000000001,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,63,2506,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.4565,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,64,2506,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.4565,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,65,2506,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.4565,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,66,2485,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.593,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,67,2455,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.788,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,68,2489,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.567,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,69,2489,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.567,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,70,2489,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.567,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,71,2477,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.645,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,72,2455,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.788,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,73,2485,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.593,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,74,2485,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.593,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,75,2485,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.593,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,76,2466,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.7165,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,77,2445,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.853,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,78,2478,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.6385,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,79,2478,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.6385,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,80,2449,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.827,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,81,2412,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.0675,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,82,2443,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.866,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,83,2474,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.6645,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,84,2474,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.6645,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,85,2436,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.9115,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,86,2397,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.165000000000001,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,87,2415,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.048,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,88,2476,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.6515,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,89,2428,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.9635,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,90,2377,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.295,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,91,2378,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.2885,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,92,2496,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.5215,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,93,2423,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.996,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,95,2372,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.3275,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,97,2358,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.4185,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,98,2554,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.1445,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,99,2451,0.0,0.0,0.0,257.29925809873646,315.6578223008046,9.814,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:00:00,2019-07-07 00:00,100,2361,0.0,0.0,0.0,257.29925809873646,315.6578223008046,10.399000000000001,0.0,0.0,0.0,0.0,4.444444444444444,577.4015248439855,3.1494628627853753
2019-07-07 00:30:00,2019-07-07 00:30,94,2563,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.839,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,96,2563,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.839,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,1,2612,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.5205,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,2,2612,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.5205,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,3,2610,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.5335,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,4,2583,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.709,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,5,2583,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.709,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,6,2546,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.9495,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,7,2546,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.9495,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,8,2639,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.345,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,9,2610,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.5335,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,10,2579,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.735,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,11,2579,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.735,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,12,2546,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.9495,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,13,2530,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.0535,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,14,2530,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.0535,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,15,2494,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.2875,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,16,2494,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.2875,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,17,2462,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.4955,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,18,2630,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.403500000000001,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,19,2630,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.403500000000001,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,20,2604,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.5725,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,21,2563,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.839,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,22,2556,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.884500000000001,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,23,2549,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.93,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,24,2549,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.93,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,25,2524,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.092500000000001,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,26,2502,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.2355,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,27,2502,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.2355,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,28,2477,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.398,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,29,2477,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.398,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,30,2440,0.0,0.0,0.0,258.1140781231472,315.6578223008046,10.6385,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,31,2620,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.4685,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
2019-07-07 00:30:00,2019-07-07 00:30,32,2576,0.0,0.0,0.0,258.1140781231472,315.6578223008046,9.7545,0.0,0.0,0.0,0.0,4.444444444444444,578.2163448683963,3.153907335645798
