datetime,day_of_year,solar_time,cat,z,ST,SD,Z_sl,nd_aws2,Ta_aws2,Ta_cell,G_rsun,G_AWS2_rsun,Sin_AWS2,Sin_cell,alpha,Sout,Lin,Lout,Snet,Lnet,Rnet,T2m_AWS2,T2m,Ts,wind_speed,RH,pressure,H,LE,Qr,Qg,Qm,ablation_mm
2019-07-07 00:00:00,188,0.0,58,2494,1,0,2402.5,3,35.0,36.43,0.0,0.0,0.0,0.0,0.5795,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.67,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,59,2506,1,0,2402.5,3,35.0,36.12,0.0,0.0,0.0,0.0,0.5791,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.6,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,60,2506,1,0,2402.5,3,35.0,36.12,0.0,0.0,0.0,0.0,0.5791,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.6,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,61,2485,1,0,2402.5,3,35.0,36.66,0.0,0.0,0.0,0.0,0.5797,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.73,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,62,2469,1,0,2402.5,3,35.0,37.08,0.0,0.0,0.0,0.0,0.5801,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.84,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,63,2506,1,0,2402.5,3,35.0,36.12,0.0,0.0,0.0,0.0,0.5791,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.6,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,64,2506,1,0,2402.5,3,35.0,36.12,0.0,0.0,0.0,0.0,0.5791,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.6,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,65,2506,1,0,2402.5,3,35.0,36.12,0.0,0.0,0.0,0.0,0.5791,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.6,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,66,2485,1,0,2402.5,3,35.0,36.66,0.0,0.0,0.0,0.0,0.5797,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.73,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,67,2455,1,0,2402.5,3,35.0,37.44,0.0,0.0,0.0,0.0,0.5804,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.93,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,68,2489,1,0,2402.5,3,35.0,36.56,0.0,0.0,0.0,0.0,0.5796,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.71,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,69,2489,1,0,2402.5,3,35.0,36.56,0.0,0.0,0.0,0.0,0.5796,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.71,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,70,2489,1,0,2402.5,3,35.0,36.56,0.0,0.0,0.0,0.0,0.5796,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.71,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,71,2477,1,0,2402.5,3,35.0,36.87,0.0,0.0,0.0,0.0,0.5799,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.79,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,72,2455,1,0,2402.5,3,35.0,37.44,0.0,0.0,0.0,0.0,0.5804,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.93,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,73,2485,1,0,2402.5,3,35.0,36.66,0.0,0.0,0.0,0.0,0.5797,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.73,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,74,2485,1,0,2402.5,3,35.0,36.66,0.0,0.0,0.0,0.0,0.5797,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.73,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,75,2485,1,0,2402.5,3,35.0,36.66,0.0,0.0,0.0,0.0,0.5797,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.73,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,76,2466,1,0,2402.5,3,35.0,37.16,0.0,0.0,0.0,0.0,0.5802,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.86,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,77,2445,1,0,2402.5,3,35.0,37.7,0.0,0.0,0.0,0.0,0.5807,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.99,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,78,2478,1,0,2402.5,3,35.0,36.85,0.0,0.0,0.0,0.0,0.5799,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.78,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,79,2478,1,0,2402.5,3,35.0,36.85,0.0,0.0,0.0,0.0,0.5799,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.78,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,80,2449,1,0,2402.5,3,35.0,37.6,0.0,0.0,0.0,0.0,0.5806,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.97,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,81,2412,1,0,2402.5,3,35.0,38.56,0.0,0.0,0.0,0.0,0.5815,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.21,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
